Store Name,Address,Phone Number,Website,Opening Hours,Author Name,Rating,Review Text,Time Description
Anglers’ Outfitter Pte Ltd,"BLK 13 North Bridge Rd, #01-3968, Singapore 190013",6294 7567,http://www.anglersoutfitter.com.sg/,"Monday: 10:00 AM – 6:30 PM, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed",Sean Goh,5,"Have patronize this tackle shop for many years since they were located at Haji Lane. They are considered one of the more established tackle shops in Singapore. This tackle shop carries wide variety of product for different types of fishing. Big Game, luring and boat fishing etc.

Owner was very friendly and approachable. He is very knowledgeable as well, approached him for recommendation of gears for a few trips.  One of the tackle shops that I would highly recommend in Singapore.",2 years ago
Anglers’ Outfitter Pte Ltd,"BLK 13 North Bridge Rd, #01-3968, Singapore 190013",6294 7567,http://www.anglersoutfitter.com.sg/,"Monday: 10:00 AM – 6:30 PM, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed",thomas tan,5,"Ben & Alvin. Dynamic duo. Very experienced fishermen. Carry a wide range of lures , rods, reels and accessories. Mainly top range stuffs but
It will be worth your costs and long lasting. They will advise you upon request on using the equipment or where to fish. Worth a trip there.",a year ago
Anglers’ Outfitter Pte Ltd,"BLK 13 North Bridge Rd, #01-3968, Singapore 190013",6294 7567,http://www.anglersoutfitter.com.sg/,"Monday: 10:00 AM – 6:30 PM, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed",Thomas Tan,5,"Ben & Alvin. Batman n Robin.
Great team that brings in lots of lures and tackles galore. Fm bottom to surface lures for sports Fishermen. Never ending excitement of lure wonders. And that are always ready to share their thots and expertise.",a year ago
Anglers’ Outfitter Pte Ltd,"BLK 13 North Bridge Rd, #01-3968, Singapore 190013",6294 7567,http://www.anglersoutfitter.com.sg/,"Monday: 10:00 AM – 6:30 PM, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed",Dennis Tong,4,"Nested in the central area with ample parking spaces around. One of the more popular fishing tackle shop in town.  They are the sole agent of Accurate reels in Singapore, a very famous and reliable made in USA brand.  The tackle shop also carries many other fishing accessories from lines, jigs, lures to apparels, etc, etc. The shop owner and staff are all very knowledgeable and friendly.  Most time, discounts will be given for all fishing accessories.",5 years ago
Anglers’ Outfitter Pte Ltd,"BLK 13 North Bridge Rd, #01-3968, Singapore 190013",6294 7567,http://www.anglersoutfitter.com.sg/,"Monday: 10:00 AM – 6:30 PM, Tuesday: 10:00 AM – 6:30 PM, Wednesday: 10:00 AM – 6:30 PM, Thursday: 10:00 AM – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 10:00 AM – 6:30 PM, Sunday: Closed",Thomas Tan,5,"Well, the team of Ben and Alvin is one of the house hold name in the fishing community.
Ben in repairs and the always ready to advise you Alvin. Store up with a wide range of popping and lures plus accessories.
Their wide knowledge of game fishing will encourage the young beginner as well as
Enhance the so call Pro to be more effective in their next trip. Preparations is the key to
Better fishing.
Carry on Panching..🐟🐟🐟",4 years ago
Adventure 21,"6 Eu Tong Sen St, #04-48 Clarke Quay Central, Singapore 059817",6535 0232,http://www.adventure21.com.sg/,"Monday: 11:30 AM – 8:30 PM, Tuesday: 11:30 AM – 8:30 PM, Wednesday: 11:30 AM – 8:30 PM, Thursday: 11:30 AM – 8:30 PM, Friday: 11:30 AM – 8:30 PM, Saturday: 11:30 AM – 8:30 PM, Sunday: 11:30 AM – 8:00 PM",khrhms,5,"Great store for all your hiking and adventure needs. Was looking for naglene bottle products and was impressed with the range of items they have. Friendly customer service too. Located at Central, level 3. Recommended if you’re looking for outdoor products!",a year ago
Adventure 21,"6 Eu Tong Sen St, #04-48 Clarke Quay Central, Singapore 059817",6535 0232,http://www.adventure21.com.sg/,"Monday: 11:30 AM – 8:30 PM, Tuesday: 11:30 AM – 8:30 PM, Wednesday: 11:30 AM – 8:30 PM, Thursday: 11:30 AM – 8:30 PM, Friday: 11:30 AM – 8:30 PM, Saturday: 11:30 AM – 8:30 PM, Sunday: 11:30 AM – 8:00 PM",Zen Birdie,1,Bought a pair of kailas hiking shoes from shoppee. Shoes broke within 2 months. Shop refused to acknowledge responsibility. I took the shoes to a professional repairer who told me that the glue had likely dried up due to long storage. Super irresponsible and dishonest merchant. I am glad their shop closed down but they r still selling at shoppee and lazada. Buyers beware. Buying a pair of defective hiking shoes can result in injuries and falls. Go to a reputable shop with higher turnover. Dont buy from this dishonest merchant.,2 months ago
Adventure 21,"6 Eu Tong Sen St, #04-48 Clarke Quay Central, Singapore 059817",6535 0232,http://www.adventure21.com.sg/,"Monday: 11:30 AM – 8:30 PM, Tuesday: 11:30 AM – 8:30 PM, Wednesday: 11:30 AM – 8:30 PM, Thursday: 11:30 AM – 8:30 PM, Friday: 11:30 AM – 8:30 PM, Saturday: 11:30 AM – 8:30 PM, Sunday: 11:30 AM – 8:00 PM",Jaylene Lim,5,BEST one-stop shop for all your hiking and adventure needs! 💯 Was looking for footwear and was super impressed with their service!,2 months ago
Adventure 21,"6 Eu Tong Sen St, #04-48 Clarke Quay Central, Singapore 059817",6535 0232,http://www.adventure21.com.sg/,"Monday: 11:30 AM – 8:30 PM, Tuesday: 11:30 AM – 8:30 PM, Wednesday: 11:30 AM – 8:30 PM, Thursday: 11:30 AM – 8:30 PM, Friday: 11:30 AM – 8:30 PM, Saturday: 11:30 AM – 8:30 PM, Sunday: 11:30 AM – 8:00 PM",xavier,1,"Bought their shoes and they spoiled within 2 months of using what kind of store is this, management say cannot do anything. I suggest not to buy anything from them",a month ago
Adventure 21,"6 Eu Tong Sen St, #04-48 Clarke Quay Central, Singapore 059817",6535 0232,http://www.adventure21.com.sg/,"Monday: 11:30 AM – 8:30 PM, Tuesday: 11:30 AM – 8:30 PM, Wednesday: 11:30 AM – 8:30 PM, Thursday: 11:30 AM – 8:30 PM, Friday: 11:30 AM – 8:30 PM, Saturday: 11:30 AM – 8:30 PM, Sunday: 11:30 AM – 8:00 PM",Ashmodaj,1,"Be aware, the advices are NOT very good...
Came to buy a windbreaker. Was proposed one on clearance, good deal they said 🤡
After using it a afternoon, the interior was falling into pieces and the stitching around the neck and for the pockets is gone...
They forgot to say me, it was a risk 😀 and that's why there was no warranty👍(they also forgot to say this 🤫).
So, to be clear, I bought their old rubbish. Don't be the next one...",2 years ago
The Studio Outfitters,"12 Arumugam Rd, #02-11, Singapore 409958",9688 0056,http://www.thestudiooutfitters.com/,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 6:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: Closed, Sunday: Closed",Toh WeiJie,2,"Space was spacious. Equipment was well equipped. Staff are friendly but only one thing I am not happy with is their equipment.

Rental a studio from there few months back. Don't get cheated by their website. Their website indicated different type of backdrop that are available, but during the production itself, most of the backdrop can't be use. (its clients personal backdrop) ....

I wanted to use the thunder grey backdrop for my shoot, but they say can't be used as it client's backdrop. If I knew the thunder grey backdrop can't be used, I won't even book their studio.

Piece of advice: if the backdrop is not available and can't be used, please don't put it on your website. Call them before making your booking.",3 years ago
The Studio Outfitters,"12 Arumugam Rd, #02-11, Singapore 409958",9688 0056,http://www.thestudiooutfitters.com/,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 6:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: Closed, Sunday: Closed",Dennis Lim,5,"Spacious, well-kept studio with a full range of equipment for rent and use. Booking can also be done easily online.",5 years ago
The Studio Outfitters,"12 Arumugam Rd, #02-11, Singapore 409958",9688 0056,http://www.thestudiooutfitters.com/,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 6:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: Closed, Sunday: Closed",Gerald L,5,Great studio! Kenneth and Jimmy are always ready to help!!,7 years ago
The Studio Outfitters,"12 Arumugam Rd, #02-11, Singapore 409958",9688 0056,http://www.thestudiooutfitters.com/,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 6:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: Closed, Sunday: Closed",Wang Teck Heng,5,One of my favorite studios,2 years ago
The Studio Outfitters,"12 Arumugam Rd, #02-11, Singapore 409958",9688 0056,http://www.thestudiooutfitters.com/,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 6:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: Closed, Sunday: Closed",Abhay Rudresh,5,,4 years ago
Gear Fitters Pte. Ltd.,"464 Crawford Ln, #01-464, Singapore 190464",6515 9363,https://www.facebook.com/GearFittersSG/,"Monday: 5:00 – 9:30 PM, Tuesday: 1:30 – 9:30 PM, Wednesday: 1:30 – 9:30 PM, Thursday: 1:30 – 9:30 PM, Friday: 1:30 – 9:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: 11:30 AM – 7:30 PM",Johnson Goh,5,"Friendly person Joanne makes my day. She helps to check stock availability and calls me back almost immediately. She also arrange for me to collect the bag within the next 1 hour as I need it urgently. Last but not least, she also sms me the office address and direction to get there. Thumbs up for excellent customer service.",4 years ago
Gear Fitters Pte. Ltd.,"464 Crawford Ln, #01-464, Singapore 190464",6515 9363,https://www.facebook.com/GearFittersSG/,"Monday: 5:00 – 9:30 PM, Tuesday: 1:30 – 9:30 PM, Wednesday: 1:30 – 9:30 PM, Thursday: 1:30 – 9:30 PM, Friday: 1:30 – 9:30 PM, Saturday: 11:30 AM – 7:30 PM, Sunday: 11:30 AM – 7:30 PM",Derek Q,5,,a year ago
Outdoor Life - Funan,"107 North Bridge Rd, #02-20 Funan, Singapore 179105",6970 5441,http://www.outdoorlife.com.sg/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Shir Ng,5,"Came here on 10/11 to get gear for a backpacking trip and had the nicest experience with a staff I’ve had in a while, though I didn’t manage to get his name. It’s not everyday that you meet one who knows their products well and is able to make appropriate suggestions that meet your needs, and yet give you suggestions to other shops if their offerings aren’t suitable. Makes a difference when the staff has personal experience and is clearly passionate about this lifestyle. AND super patient with me trying out stuff for close to an hour, checking back with me regularly despite needing to attend to multiple demands on the busy shop floor. Thanks for all the tips!",a week ago
Outdoor Life - Funan,"107 North Bridge Rd, #02-20 Funan, Singapore 179105",6970 5441,http://www.outdoorlife.com.sg/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Zoe Lin,2,"was there on a weekend, impressed with the size of the store and the variety of products. however, almost everything I wanted was out of my size, both shoes and clothing.

there were definitely sufficient sales assistants, handful were mostly idle (when the store was busy on a weekend afternoon), while the ones I approached weren't the most helpful... not a great shopping experience. can do with less sales assistants who are better/more productive.",4 months ago
Outdoor Life - Funan,"107 North Bridge Rd, #02-20 Funan, Singapore 179105",6970 5441,http://www.outdoorlife.com.sg/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Peter Hawkins,5,"We needed a whole range of gear for a forthcoming camping trip, and Outdoor Life provided both the range and more importantly the professional and service orientated mindset to make the experience a delight.  Special kudos to Khai who provided both his expert product knowledge, general experience and patience to our family.  He is a rare and special kind of outdoor retail expert with a strong sense of service who was fantastic!",3 months ago
Outdoor Life - Funan,"107 North Bridge Rd, #02-20 Funan, Singapore 179105",6970 5441,http://www.outdoorlife.com.sg/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Toby,1,"On 27 Sept between 7pm - 8pm I had an incredibly disappointing experience with one of the staff. I inquired about the availability of a shirt size(somewhere around the shoes section), and after taking the item, he abruptly turned around at the fitting room and told me it was out of stock. Zero effort to check at all. To make matters worse, before assisting me, he slammed his laptop shut in front of me, as if I was trying to sneak a look at it. This level of service is unacceptable. I sincerely hope karma catches up with this kind of behavior.",a month ago
Outdoor Life - Funan,"107 North Bridge Rd, #02-20 Funan, Singapore 179105",6970 5441,http://www.outdoorlife.com.sg/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Alvin Lui,5,"Was there on 18 Oct evening, and was attended by Saiful.
He was extremely patient, walked me through the various crampons and types of pants needed for a cold mountain climb/hike.
Bought crampons, pants, leather man tools, socks pants and more.

Stall has everything one needs for outdoor adventure, highly recommended!",a month ago
Outfitters,"Zarkoon Plaza, Adam Jee Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",(051) 5112625,https://outfitters.com.pk/pages/store-locations,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Muhammad Yasir,4,"I really like the open space in the shop between displays
Also good prices on sale items and new arrivals on shirts
Trousers are expensive and it looks like they take shirt prices out of the trousers 😋😂",a year ago
Outfitters,"Zarkoon Plaza, Adam Jee Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",(051) 5112625,https://outfitters.com.pk/pages/store-locations,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Najam Shah,3,"Shop is very good and designed professionally
i was looking for puffers and they were extremely expensive and the stuff and fabric wasn't that good
I didn't purchase a single item cos the prices are sky high 😭😞😭😞",11 months ago
Outfitters,"Zarkoon Plaza, Adam Jee Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",(051) 5112625,https://outfitters.com.pk/pages/store-locations,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Hashim Shahid,3,"Edit: I'm giving it 3 stars now and this is beacuse of the salesmen who were quite unprofessional and they were laughing for no reason I don't know why I was with my mother and I questioned him about his behavior too but he said sorry. I'm quite disappointed. The clothes were excellent no doubt about it but please teach your staff some manners.
It deserves 5 stars. Excellent management, the shop itself is really clean and the staff on phone gives you every answer. Keep up the good work!",3 years ago
Outfitters,"Zarkoon Plaza, Adam Jee Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",(051) 5112625,https://outfitters.com.pk/pages/store-locations,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Abdullah Rehman Butt,4,It was good experience shopping there. Friendly staff. But sale stuff was not as much as it was at other outlets.,4 years ago
Outfitters,"Zarkoon Plaza, Adam Jee Rd, Saddar, Rawalpindi, Punjab 46000, Pakistan",(051) 5112625,https://outfitters.com.pk/pages/store-locations,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Arslan Saeed,3,They have plenty of designs. Overall its just ok because now they manufacture/import those type of clothes whose quality will not last for atleast even 2 years. Because now a days they focus on the customers to buy more n more. I have tried cougar-breakout-outfitters-cambridge etc etc. Overall some good quality stuff cougar has. Even i bought a merino wool sweater from cambridge and from last 4 years its still looks like fresh and if u buy from these brands it wont last even 1 season.,8 months ago
Outfitters Lucky One Mall Karachi,"FB Indus-Area Block 21 Block 21 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",(021) 37181166,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 3:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",Hamza Zafar,5,I went there yesterday to buy jeans.Although there was no person to assist me in the jeans section so i had to ask for one but they were very kind and helpful. The store is big and well managed and they have variety  of stuff. Coming to jeans the quality seems nice and i hope their colors dont wash off in the coming years. But till then i am very happy.,3 years ago
Outfitters Lucky One Mall Karachi,"FB Indus-Area Block 21 Block 21 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",(021) 37181166,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 3:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",Usama Sheikh,1,Pathetic quality stuff at prices. Bought 3 pairs of jeans from them all worth more than 3000 Rs. And look what happened to 2 of them after 3 - 4 wash. And check the stitching of the 3rd jeans.,3 years ago
Outfitters Lucky One Mall Karachi,"FB Indus-Area Block 21 Block 21 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",(021) 37181166,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 3:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",Azam Anwar,4,Nice clothing store in Karachi. I done shopping for my son. Cotton T-Shirts and Trousers are good quality.,9 months ago
Outfitters Lucky One Mall Karachi,"FB Indus-Area Block 21 Block 21 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",(021) 37181166,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 3:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",FloraBeauty,1,"Female clothing side floor staff is really agressive. Whenever i go they start shadowing me. I am introvert i shop slow and alone. She just pushing me keeping pushing me to just buy and leave the store. Even though today due to heavy rain there wasn't any customer. She just didn't let me compare the bottoms and tops. I screenshots some pictures from website and i wanted to see i can see it in store, feel the material. I told her to let me shop alone but she was walking behind me all the time. It was so frustrating. I was so fedup and it was hard for me to say to her again, to live me alon. I just leave the store then i went to zelbury and i felt comfortable to leave alone and bought outfits.
Luckyone staff, timing around 4p.m",2 months ago
Outfitters Lucky One Mall Karachi,"FB Indus-Area Block 21 Block 21 Gulberg Town, Karachi, Karachi City, Sindh 75950, Pakistan",(021) 37181166,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 3:00 PM – 12:00 AM, Saturday: 11:00 AM – 12:00 AM, Sunday: 11:00 AM – 11:00 PM",Mehran Khan Bhutto,3,"Outfitters used to be cool and original, it makes me sad to see that they have copied the designs of nike dunks and jordons and put their own logo on it, Not only it questions your brand creativity but also your seriousness about the consumers.
Overpriced new articles and sold out sale items",2 years ago
Outfitters,"Central Rd, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",(051) 5710508,http://www.outfitters.com.pk/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Ajmal Hussain,1,"They are big Scammers. They try to lure the customers with discount offers and once go to counter for payment, bill is generated with NO discount. I wasted my half an hour buying stuff and then seeing this blackmailing at the cash counter, decided not to buy from such scam offers!",6 months ago
Outfitters,"Central Rd, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",(051) 5710508,http://www.outfitters.com.pk/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Ayesha Mustafa,5,Amazing location. One of the best outlets in Rawalpindi and Islamabad,a year ago
Outfitters,"Central Rd, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",(051) 5710508,http://www.outfitters.com.pk/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Tayyab Mujahid,3,"It's way too hot in side the shop. (13th Nov). I wanted to stay longer and pick out a shirt but I didn't want to stay there any longer.
I had the same experience in the Giga Mall outlet as well.",a year ago
Outfitters,"Central Rd, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",(051) 5710508,http://www.outfitters.com.pk/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Haxxan Hass,5,They have a good variety for both n set up is also brilliant n staff was very polite n honorable.....,4 years ago
Outfitters,"Central Rd, PWD Housing Society Sector A PWD Society, Islamabad, Punjab, Pakistan",(051) 5710508,http://www.outfitters.com.pk/,"Monday: 10:00 AM – 10:00 PM, Tuesday: 10:00 AM – 10:00 PM, Wednesday: 10:00 AM – 10:00 PM, Thursday: 10:00 AM – 10:00 PM, Friday: 10:00 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 10:00 PM",Irfan Azam,3,"Outfitters has quality clothes, but they don't have the sizes available for almost anything you like. They need to work on their stock. Also, the parking around this store is limited, and the area is not that clean due to open trash cans.",a year ago
Outfitters Factory Outlet G9,"Shop 4-6 Awami Trade Centre Mall, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",(051) 2284841,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",AFRIDI KHAN,5,"Outfitters in G-9 Markaz is factory outlet and you can do shopping here for your kids both boys and girls up to 50% flat off through out the year. It has wide variety for boys, girls and also for adults both for ladies & gents. It has sometimes up to 70% off on different items in the store. The quality is very good and the prices are half then i think it’s a best place in the surrounding to come along with family for shopping. The location of the store is on the main road and you can easily get free parking.",8 months ago
Outfitters Factory Outlet G9,"Shop 4-6 Awami Trade Centre Mall, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",(051) 2284841,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Uccello Tours,4,"Good thing is its factory outlet with 50% off throught out the year.

Before going to any other outlets of Outfitter one should visit it first hopefully it will serve the best.

One of the best place to visit especially for kids every thing so cheap like prices starts from Rs. 390..

One can buy good quality jeans, T shirts, shirts hoodie and lots of more.

100%recommended for families.",2 years ago
Outfitters Factory Outlet G9,"Shop 4-6 Awami Trade Centre Mall, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",(051) 2284841,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Junaid Ramzan,3,"G-9 Outfitters, a factory outlet, struggles with a disorganized setup where clothes are stacked haphazardly. The store layout is not customer-friendly, and a notable downside is the presence of defective items. To counterbalance these issues, the outlet offers substantial discounts of up to 70% on select articles. Unfortunately, finding the right size becomes a challenge due to limited availability.
G-9 Outfitters seems to present a trade-off between affordability and quality, prompting customers to weigh the benefits of discounted prices against the inconveniences associated with the outlet's organizational shortcomings and product defects.",10 months ago
Outfitters Factory Outlet G9,"Shop 4-6 Awami Trade Centre Mall, G-9 Markaz G 9 Markaz G-9, Islamabad, Islamabad Capital Territory 44090, Pakistan",(051) 2284841,http://www.outfitters.com.pk/,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",Abu Rehan,3,Why are there no windows on 1st floor. This may be more expensive electricity. no windows isn't good for staff working !!,3 months ago
